,Crack_Spread,Crack_Z_Score,Basket_Return,SPY_Return,Rolling_Beta,Beta_Hedged_Return,VLO_Hedged_Return,MPC_Hedged_Return,PSX_Hedged_Return,DINO_Hedged_Return,PBF_Hedged_Return,DK_Hedged_Return,CVI_Hedged_Return
2022-02-08,23.239195346832275,1.2250772841761,-0.01284529469894714,0.00822785984758534,0.9631103858311115,-0.02076963197131937,-0.02069649469678149,-0.014308794887300011,-0.022019346140687998,-0.030015867042717817,-0.009993571731803501,-0.029759006649262936,-0.03048514833603782
2022-02-09,24.183793544769287,1.63675820479115,0.006432815595422203,0.014636106949445393,0.9341585094130774,-0.007239628256082089,-0.009815585243336344,-0.006791312471215446,-0.002675047376805368,-0.0195845652808748,-0.0017782803394526467,-0.009976784813979064,0.0025413560503253114
2022-02-10,24.332002639770508,1.706618322248839,-0.0007591151593572265,-0.017965644680657644,0.9201417548047136,0.015771824663301067,0.02860969659462924,0.01532795068567797,0.012151544978564154,0.012884474126878546,-0.020194498417315347,0.02202237967471492,0.007393702460507908
2022-02-11,24.33340358734131,1.7125556330108547,0.035668806162809444,-0.019718721011119933,0.8907674990128789,0.05323360196161746,0.040751956493984304,0.035177492360150484,0.05457157779727907,0.08796702060372719,0.0597754891689533,0.08912799911250578,0.08732937648636616
2022-02-14,23.828405380249023,1.4926492147900157,-0.02105401446072226,-0.003269314964678527,0.7838057370193863,-0.018491506635283896,-0.022203918647877015,-0.022370107669845856,-0.02697310035043074,-0.008661330572122724,0.0153454548039543,-0.0050668942897544415,-0.005050398734864276
2022-02-15,22.697800636291504,0.9804323081894074,-0.014666604796653538,0.01612686726577106,0.7814294065880661,-0.02726861311426953,-0.025931801667269827,-0.02252181701791514,-0.03203796146635468,-0.012365287444457704,-0.04942709148029979,-0.025634795753205878,-0.043121899405271155
2022-02-16,21.30379581451416,0.3137502132759715,-0.010977481152799663,0.0011208249118113134,0.7241637010202028,-0.011789141869132585,-0.0063540986581315535,-0.005320720101481914,-0.0019000442832048433,-0.042405649553900575,-0.03408038675953217,-0.03625348404567289,-0.012763352255553929
2022-02-17,21.407601356506348,0.3585113126813983,-0.013401506628963,-0.02136141606480546,0.7135989232117385,0.0018419768731601088,0.004055993999936476,0.0020811892171742133,-0.004103939713214091,-0.0022637377693533536,0.01645830322193437,0.011940106782360408,0.0028023854781311086
2022-02-18,22.619801998138428,0.9671842255233434,-0.009643017559985723,-0.006475052825868022,0.7251307150350195,-0.004947757874474521,0.0010334298868463695,0.005753466637812533,-0.01937838769778886,-0.011131902405104813,-0.002161518403154629,-0.005286828274592017,-0.00628555013588436
2022-02-22,23.015599250793457,1.1685240212223371,-0.016408712495467454,-0.010731648076383382,0.7232965337206979,-0.008646548640708959,-0.00238511418668146,-0.00990029209770789,-0.005912998217287685,-0.021086459687937712,0.008487629148463223,0.006277280274301271,-0.05453094035268302
